Shloka,EngMeaning
"श्रुतिविप्रतिपन्ना ते यदा स्थास्यति निश्चला |
समाधावचला बुद्धिस्तदा योगमवाप्स्यसि ||२-५३||","2.53 When thy intellect, which is perplexed by the Veda text, which thou hast read, shall stand immovable and steady in the Self, then thou shalt attain Self-realisation."
"अर्जुन उवाच |
स्थितप्रज्ञस्य का भाषा समाधिस्थस्य केशव |
स्थितधीः किं प्रभाषेत किमासीत व्रजेत किम् ||२-५४||","2.54 Arjuna said  What, O Krishna, is the description of him who has steady wisdom, and is merged in the superconscious state? How does one of steady wisdom speak, how does he sit, how does he walk?"
"श्रीभगवानुवाच |
प्रजहाति यदा कामान्सर्वान्पार्थ मनोगतान् |
आत्मन्येवात्मना तुष्टः स्थितप्रज्ञस्तदोच्यते ||२-५५||","2.55 The Blessed Lord said  When a man completely casts off, O Arjuna, all the desires of the mind and is satisfied in the Self by the Self, then is he said to be one of steady wisdom."
"दुःखेष्वनुद्विग्नमनाः सुखेषु विगतस्पृहः |
वीतरागभयक्रोधः स्थितधीर्मुनिरुच्यते ||२-५६||","2.56 He whose mind is not shaken by adversity, who does not hanker after pleasures, and is free from attachment, fear and anger, is called a sage of steady wisdom."
"यः सर्वत्रानभिस्नेहस्तत्तत्प्राप्य शुभाशुभम् |
नाभिनन्दति न द्वेष्टि तस्य प्रज्ञा प्रतिष्ठिता ||२-५७||","2.57 He who is everywhere without attachment, on meeting with anything good or bad, who neither rejoices not hastes, his wisdom is fixed."
"यदा संहरते चायं कूर्मोऽङ्गानीव सर्वशः |
इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता ||२-५८||","2.58 When, like the tortoise which withdraws on all sides its limbs, he withdraws his senses from the sense-objects, then his wisdom becomes steady."
"विषया विनिवर्तन्ते निराहारस्य देहिनः |
रसवर्जं रसोऽप्यस्य परं दृष्ट्वा निवर्तते ||२-५९||",2.59 The objects of the senses turn away from the abstinent man leaving the longing (behind); but his longing also turns away on seeing the Supreme.
"यततो ह्यपि कौन्तेय पुरुषस्य विपश्चितः |
इन्द्रियाणि प्रमाथीनि हरन्ति प्रसभं मनः ||२-६०||","2.60 The turbulent senses, O Arjuna, do violently carry away the mind of a wise man though he be striving (to control them)."
"तानि सर्वाणि संयम्य युक्त आसीत मत्परः |
वशे हि यस्येन्द्रियाणि तस्य प्रज्ञा प्रतिष्ठिता ||२-६१||","2.61 Having restrained them all he should sit steadfast, intent on Me; his wisdom is steady whose senses are under control."
"ध्यायतो विषयान्पुंसः सङ्गस्तेषूपजायते |
सङ्गात्सञ्जायते कामः कामात्क्रोधोऽभिजायते ||२-६२||","2.62 When a man thinks of the objects, attachment for them arises; from attachment desire is born; from desire anger arises."
"क्रोधाद्भवति सम्मोहः सम्मोहात्स्मृतिविभ्रमः |
स्मृतिभ्रंशाद् बुद्धिनाशो बुद्धिनाशात्प्रणश्यति ||२-६३||",2.63 From anger comes delusion; from delusion loss of memory; from loss of memory the destruction of discrimination; from the destruction of discrimination he perishes.
